final_founding,STATE,DISTRICT_NAME,SCHOOL_NAME,vb_school,char_diff,kshetra,pranta,district,locality,loc2,lon,lat,avg_year
1989,Madhya Pradesh,DAMOH,SARASWATI SHISHU MANDIR PATHRIYA,"SARASWATI SHISHU MANDIR, BHTIIYA",0.84375,Vidya Bharti Madhya Kshetra,Maha Koshal,Damoh,Bhtiiya,"Bhtiiya, Damoh, India",79.8688837,23.6507538,1993.5
2005,Madhya Pradesh,MANDLA,"PRIVT. PS SARASWATI SHISHU MANDIR, BICHHUA(CLASS 1-5)","SARASWATI SHISHU MANDIR, BHUA BICHHIYA",0.5471698,Vidya Bharti Madhya Kshetra,Maha Koshal,Mandla,Mandla,"Mandla, Mandla, India",80.3713855,22.5979218,1994
1993,Uttar Pradesh,KUSHINAGAR,SARSWATI SHISHU MANDIRDHARANIP,"SARASWATI SHISHU MANDIR, BHUJAULI",0.7272727,Vidya Bharti Purvi Uttar Pradesh,Goraksh,Kushinagar,Bhujauli,"Bhujauli, Kushinagar, India",83.9334044,26.9506672,1991.4285714285713
1991,Madhya Pradesh,DAMOH,SARASWATI SHISHU MANDIR BHURI,"SARASWATI SHISHU MANDIR, BHURI",0.9666667,Vidya Bharti Madhya Kshetra,Maha Koshal,Damoh,Bhuri,"Bhuri, Damoh, India",79.4310052,23.7271958,1993.8181818181818
2012,Uttar Pradesh,GORAKHPUR,OM SARASWATI SHISHU MANDIR BHAISLA,"SARASWATI SHISHU MANDIR, BHUSWAL",0.7647059,Vidya Bharti Purvi Uttar Pradesh,Goraksh,Gorakhpur,Bhuswal,"Bhuswal, Gorakhpur, India",83.3448741,26.5876571,1994.142857142857
2007,Jharkhand,JAMTARA,SARASWATI SISHU BIDYAMANDIR,"SARASWATI SHISHU MANDIR, BHUVAN MOHAN DUTTA ROAD, MIHIZAM",0.4035088,Vidya Bharti Uttar Purav Kshetra,Jharkhand,Jamtara,Mihizam,"Mihizam, Jamtara, India",86.8824997,23.8472995,1997.6
2000,Chhattisgarh,MAHASAMUND,SARASWATI SHISHU MANDIR/VIDYA,"SARASWATI SHISHU MANDIR, BICHHIYA",0.7878788,Vidya Bharti Madhya Kshetra,Chhattisgarh,Mahasamund,Bichhiya,"Bichhiya, Mahasamund, India",82.9420892,21.3835485,1999
2002,Madhya Pradesh,CHHINDWARA,SARASWATI SHISHU MANDIR LANGHA,"SARASWATI SHISHU MANDIR, BICHHUA",0.8125,Vidya Bharti Madhya Kshetra,Maha Koshal,Chhindwara,Chhindwara,"Chhindwara, Chhindwara, India",78.9381729,22.057437,2002
2010,Madhya Pradesh,DINDORI,SARASWATI SISHU MANDIR BARGA (1-8),"SARASWATI SHISHU MANDIR, BICHIYA",0.6470588,Vidya Bharti Madhya Kshetra,Maha Koshal,Dindori,Dindori,"Dindori, Dindori, India",81.07684549999999,22.9417931,2011
2015,Madhya Pradesh,SATNA,SARASWATI SHISHU MANDIR GAHIRA,"SARASWATI SHISHU MANDIR, BIHARA",0.8709677,Vidya Bharti Madhya Kshetra,Maha Koshal,Satna,satna,"satna, Satna, India",80.8322428,24.6005075,2001.657894736842
2002,Madhya Pradesh,AGAR MALWA,SARSWATI SHISHU MANDIR BIJANAGRI,"SARASWATI SHISHU MANDIR, BIJA NAGARI",0.8888889,Vidya Bharti Madhya Kshetra,Malwa,Agar Malwa,Baroda,"Baroda, Agar Malwa, India",76.0094637,23.7137337,2004.25
2005,Madhya Pradesh,MANDLA,"PRIVT. PS SARASWATI SHISHU MANDIR, BICHHUA(CLASS 1-5)","SARASWATI SHISHU MANDIR, BIJADANDI",0.5471698,Vidya Bharti Madhya Kshetra,Maha Koshal,Mandla,Bijadandi,"Bijadandi, Mandla, India",80.1596041,22.99796,1999.6666666666667
2001,Chhattisgarh,BIJAPUR,SARASWATI SHISHU MANDIR AWAPALLI,"SARASWATI SHISHU MANDIR, BIJAPUR",0.75,Vidya Bharti Madhya Kshetra,Chhattisgarh,Bijapur,Bijapur,"Bijapur, Bijapur, India",75.710031,16.8301708,1992.9
2003,Madhya Pradesh,REWA,SARASHWATI SHISHU MANDIR BIJHAULI,"SARASWATI SHISHU MANDIR, BIJHOLI",0.8787879,Vidya Bharti Madhya Kshetra,Maha Koshal,Rewa,Bijholi,"Bijholi, Rewa, India",77.40994970000001,26.5269182,2002
2014,Madhya Pradesh,NARSIMHAPUR,SARASWATI SHISHU MANDIR BHAINSA PALA,"SARASWATI SHISHU MANDIR, BIJORA, AT -  BIJORA POST - PEEPARWANI",0.5079365,Vidya Bharti Madhya Kshetra,Maha Koshal,Narsinghpur,Tendukheda,"Tendukheda, Narsinghpur, India",78.8750644,23.1740882,1998.125
1988,Madhya Pradesh,SAGAR,PVT. SARASWATI SHISHU MANDIR SADAR CANTT WARD-2  SAGAR,"SARASWATI SHISHU MANDIR, BIJORA, POST- BIJORA, SAGAR",0.5740741,Vidya Bharti Madhya Kshetra,Maha Koshal,Sagar,Sagar,"Sagar, Sagar, India",78.7378068,23.838805,1993.45
2013,Chhattisgarh,MUNGELI,PVT SARASWATI SHISHU MANDIR BIJRAKAPA KALA,"SARASWATI SHISHU MANDIR, BIJRAKAPA KALA",0.880952380952381,Vidya Bharti Madhya Kshetra,Chhattisgarh,Mungeli,mungeli,"mungeli, Mungeli, India",81.68568080000001,22.0685419,2005.4545454545455
1990,Madhya Pradesh,SAGAR,SARASWATI SHISHU MANDIR BAHROL,"SARASWATI SHISHU MANDIR, BILAGRAM",0.8181818,Vidya Bharti Madhya Kshetra,Maha Koshal,Sagar,Sagar,"Sagar, Sagar, India",78.7378068,23.838805,1990.090909090909
1988,Madhya Pradesh,DAMOH,SARASWATI SHISHU MANDIR BILAI,"SARASWATI SHISHU MANDIR, BILAI",0.9666667,Vidya Bharti Madhya Kshetra,Maha Koshal,Damoh,Bilai,"Bilai, Damoh, India",79.5322424,23.9692445,1992.5294117647059
1988,Madhya Pradesh,DAMOH,SARASWATI SHISHU MANDIR BILAI,"SARASWATI SHISHU MANDIR, BILAKHURD",0.8235294,Vidya Bharti Madhya Kshetra,Maha Koshal,Damoh,Bilakhurd,"Bilakhurd, Damoh, India",79.7035265,24.0484988,1992
1988,Madhya Pradesh,DAMOH,SARASWATI SHISHU MANDIR BILAI,"SARASWATI SHISHU MANDIR, BILANI",0.9354839,Vidya Bharti Madhya Kshetra,Maha Koshal,Damoh,Bilani,"Bilani, Damoh, India",79.2479342,23.9582902,1991.7272727272727
2004,Madhya Pradesh,DEWAS,SARSWATI SHISHUMANDIR BILAWLI,"SARASWATI SHISHU MANDIR, BILAVALI",0.8484848,Vidya Bharti Madhya Kshetra,Malwa,Dewas,Dewas,"Dewas, Dewas, India",76.0534454,22.9675929,1995.5
2010,Madhya Pradesh,DINDORI,SARASWATI SISHU MANDIR BARGA (1-8),"SARASWATI SHISHU MANDIR, BILGAON",0.7058824,Vidya Bharti Madhya Kshetra,Maha Koshal,Dindori,Dindori,"Dindori, Dindori, India",81.07684549999999,22.9417931,2007.4545454545455
2014,Madhya Pradesh,NARSIMHAPUR,SARASWATI SHISHU MANDIR BHAINSA PALA,"SARASWATI SHISHU MANDIR, BILHARA, AT - POST - BILHARA TENDUKHEDA 487337",0.4507042,Vidya Bharti Madhya Kshetra,Maha Koshal,Narsinghpur,Tendukheda,"Tendukheda, Narsinghpur, India",78.8750644,23.1740882,1998.888888888889
2010,Madhya Pradesh,SAGAR,PVT. SARASWATI SHISHU MANDIR DHARMSHRI SAGAR,"SARASWATI SHISHU MANDIR, BILHARA, GRAM- BILHARA SAGAR 470051",0.5166667,Vidya Bharti Madhya Kshetra,Maha Koshal,Sagar,Sagar,"Sagar, Sagar, India",78.7378068,23.838805,1993.095238095238
2016,Madhya Pradesh,MANDSAUR,SARASWATI SHISHU MANDIR KHADAWDA,"SARASWATI SHISHU MANDIR, BILLOD",0.75,Vidya Bharti Madhya Kshetra,Malwa,Mandsaur,Billod,"Billod, Mandsaur, India",75.238973,24.18412,2001.8
2000,Madhya Pradesh,RATLAM,SARASWATI SHISHU MANDIR BARGAR,"SARASWATI SHISHU MANDIR, BILPANK",0.8125,Vidya Bharti Madhya Kshetra,Malwa,Ratlam,Bilpank,"Bilpank, Ratlam, India",75.1443226,23.2260988,2001.4444444444443
2011,Madhya Pradesh,SAGAR,PVT. SARASWATI SHISHU MANDIR BINAIKA,"SARASWATI SHISHU MANDIR, BINAIKA",0.8333333,Vidya Bharti Madhya Kshetra,Maha Koshal,Sagar,Sagar,"Sagar, Sagar, India",78.7378068,23.838805,1992.0222222222221
1989,Uttar Pradesh,MEERUT,SARASWATI SHISHU MANDIR BINAULI ROAD SARDHANA,"SARASWATI SHISHU MANDIR, BINOLI ROAD, SARDHANA, MEERUT",0.7777778,Vidya Bharti Paschimi Uttar Pradesh,Meerut,Meerut,Sardhana,"Sardhana, Meerut, India",77.6163803,29.1450749,1989
1992,Madhya Pradesh,KHANDWA,SARASVATI SHISHU MANDIR BARUD,"SARASWATI SHISHU MANDIR, BIR",0.8275862,Vidya Bharti Madhya Kshetra,Malwa,Khandwa,Khandwa,"Khandwa, Khandwa, India",76.3497612,21.8314037,1995.75
2000,Chhattisgarh,KAWARDHA,PVT. SARSWATI SHISHU MANDIR VIRENDRA NAGER,"SARASWATI SHISHU MANDIR, BIRENDRA NAGAR",0.7857143,Vidya Bharti Madhya Kshetra,Chhattisgarh,Kabirdham,Birendra Nagar,"Birendra Nagar, Kabirdham, India",81.2463763,21.809143,1994.5
2000,Madhya Pradesh,BURHANPUR,SARASVATI SHISHU MANDIR BIRODA,"SARASWATI SHISHU MANDIR, BIRODA",0.9354839,Vidya Bharti Madhya Kshetra,Malwa,Burhanpur,Burhanpur,"Burhanpur, Burhanpur, India",76.2180095,21.3145021,2000.2
1990,Chhattisgarh,JANJGIR - CHAMPA,SARASWATI SHISHU MANDIR KERA,"SARASWATI SHISHU MANDIR, BIRRA",0.8666667,Vidya Bharti Madhya Kshetra,Chhattisgarh,Janjgir-Champa,Birra,"Birra, Janjgir-Champa, India",82.7934634,21.755297,1991.7
1978,Uttar Pradesh,BAHRAICH,SARASWATI SISHU MANDIR KESHAV NAGAR,"SARASWATI SHISHU MANDIR, BISHESHWARGANJ",0.7179487,Vidya Bharti Purvi Uttar Pradesh,Awadh,Bahraich,Bisheshwarganj,"Bisheshwarganj, Bahraich, India",81.59766719999999,27.5705152,1994.375
2010,West Bengal,BANKURA,SARASWATI SISHU MANDIR RASPAL,"SARASWATI SHISHU MANDIR, BISHNUPUR",0.7352941,Vidya Bharti Purav Kshetra,Dakshin Banga,Bankura,Bishnupur,"Bishnupur, Bankura, India",87.32146809999999,23.067179,2000.1333333333334
2000,Chhattisgarh,SURAJPUR,SARASWATI SHISHU MANDIR PARSA,"SARASWATI SHISHU MANDIR, BISHRAMPUR",0.7142857,Vidya Bharti Madhya Kshetra,Chhattisgarh,Surajpur,Bishrampur,"Bishrampur, Surajpur, India",82.9675226,23.1853347,1996.1666666666667
2000,Uttar Pradesh,GONDA,SARASWATI SHISHU MANDIR ARYANAGAR,"SARASWATI SHISHU MANDIR, BISUNPUR SANGAM",0.7,Vidya Bharti Purvi Uttar Pradesh,Awadh,Gonda,Bisunpur Sangam,"Bisunpur Sangam, Gonda, India",82.1047074,27.2870036,1988.6875
1995,Uttar Pradesh,HAMIRPUR (U.P.),SARASWATI SHISHU MANDIR PS,"SARASWATI SHISHU MANDIR, BIWAR 210501",0.6486486,Vidya Bharti Purvi Uttar Pradesh,Kanpur,Hamirpur,Biwar,"Biwar, Hamirpur, India",79.9245272,25.7589347,1984.1538461538462
1995,Uttar Pradesh,HAMIRPUR (U.P.),SARASWATI SHISHU MANDIR PS,"SARASWATI SHISHU MANDIR, BIWAR, PURWA MUHAL NEAR SURHI MANDIR",0.4262295,Vidya Bharti Purvi Uttar Pradesh,Kanpur,Hamirpur,Biwar,"Biwar, Hamirpur, India",79.9245272,25.7589347,1996.5
1999,Madhya Pradesh,BURHANPUR,SARASVATI SHISHU MANDIR BODARL,"SARASWATI SHISHU MANDIR, BODARALI",0.8787879,Vidya Bharti Madhya Kshetra,Malwa,Burhanpur,Bodarali,"Bodarali, Burhanpur, India",76.3598531,21.2500409,2001.8333333333333
1978,Uttar Pradesh,KUSHINAGAR,SASWATI SHISHU MANDIR KHADDA,"SARASWATI SHISHU MANDIR, BODARWAR",0.7272727,Vidya Bharti Purvi Uttar Pradesh,Goraksh,Kushinagar,Bodarwar,"Bodarwar, Kushinagar, India",83.65213229999999,26.8855384,1994.9
2002,Chhattisgarh,JANJGIR - CHAMPA,SARASWATI SHISHU MANDIR MUDPAR,"SARASWATI SHISHU MANDIR, BODASAR",0.84375,Vidya Bharti Madhya Kshetra,Chhattisgarh,Janjgir-Champa,Bodasar,"Bodasar, Janjgir-Champa, India",82.5172308,22.0302378,1992.0526315789473
1993,Chhattisgarh,KAWARDHA,SARSWATI SHISHU MANDIR BODLA,"SARASWATI SHISHU MANDIR, BODLA",0.9333333,Vidya Bharti Madhya Kshetra,Chhattisgarh,Kabirdham,Berla,"Berla, Kabirdham, India",80.96758439999999,21.9933206,1995.0625
2003,Chhattisgarh,DHAMTARI,SARASWATI SHISHU MANDIR BORAI,"SARASWATI SHISHU MANDIR, BODRA",0.9,Vidya Bharti Madhya Kshetra,Chhattisgarh,Dhamtari,Bodra,"Bodra, Dhamtari, India",81.5899998,20.7476956,2002.875
2002,Madhya Pradesh,KHANDWA,SARASWATI SHISHU MANDIR BHAGWA,"SARASWATI SHISHU MANDIR, BOGAWA",0.9032258,Vidya Bharti Madhya Kshetra,Malwa,Khandwa,Khandwa,"Khandwa, Khandwa, India",76.3497612,21.8314037,2002.1764705882354
2010,Madhya Pradesh,KATNI,SARASWATI SHISHU MANDIR BHAINSWAHI,"SARASWATI SHISHU MANDIR, BOHARIBAND  KATNI",0.7380952,Vidya Bharti Madhya Kshetra,Maha Koshal,Katni,Bohariband,"Bohariband, Katni, India",80.0674619,23.6666086,2004.2222222222222
1990,Uttar Pradesh,ALIGARH,SARASWATI SHISHU MANDIR CHANDA,"SARASWATI SHISHU MANDIR, BOMNOI",0.8064516,Vidya Bharti Paschimi Uttar Pradesh,Braj,Aligarh,Bomnoi,"Bomnoi, Aligarh, India",78.3522213,27.7865959,1994.875
2014,Madhya Pradesh,DINDORI,SARASWATI SHISHU MANDIR PS GAURAKANHARI,"SARASWATI SHISHU MANDIR, BONDAR",0.6923077,Vidya Bharti Madhya Kshetra,Maha Koshal,Dindori,Dindori,"Dindori, Dindori, India",81.07684549999999,22.9417931,2007.4545454545455
2002,Madhya Pradesh,JHABUA,SARASWATI SHISHU MANDIR BORI,"SARASWATI SHISHU MANDIR, BONI",0.9310345,Vidya Bharti Madhya Kshetra,Malwa,Jhabua,Boni,"Boni, Jhabua, India",74.5920921,22.769666,2002.9
2002,West Bengal,PASCHIM MEDINIPUR,SARASWATI SHISHU MANDIR,"SARASWATI SHISHU MANDIR, BONPATNA",0.6969697,Vidya Bharti Purav Kshetra,Dakshin Banga,Paschim Medinipur,Bonpatna,"Bonpatna, Paschim Medinipur, India",87.3537738,22.2497562,1999.9259259259259
2001,Madhya Pradesh,KHANDWA,SARASVATI SHISHU MANDIR BORSAR,"SARASWATI SHISHU MANDIR, BORGAON BUJURG",0.7179487,Vidya Bharti Madhya Kshetra,Malwa,Khandwa,Khandwa,"Khandwa, Khandwa, India",76.3497612,21.8314037,2001.6153846153845
2009,Madhya Pradesh,BURHANPUR,SARASWATI SHISHU MANDIR BORI BUJURG,"SARASWATI SHISHU MANDIR, BORI BUJURGA",0.9459459,Vidya Bharti Madhya Kshetra,Malwa,Burhanpur,Bori Bujurga,"Bori Bujurga, Burhanpur, India",76.2180095,21.3145021,2001.8235294117646
1996,Jharkhand,SAHIBGANJ,SARASWATI SISU MANDIR KONBIR,"SARASWATI SHISHU MANDIR, BORIO",0.7666667,Vidya Bharti Uttar Purav Kshetra,Jharkhand,Sahibganj,"BORIO, SAHIBGANJ","BORIO, SAHIBGANJ, Sahibganj, India",87.59147899999999,25.0301466,1998.142857142857
2002,Madhya Pradesh,RATLAM,SARASWATI SHISHU MANDIR BACHODIYA,"SARASWATI SHISHU MANDIR, BORKHEDA",0.7878788,Vidya Bharti Madhya Kshetra,Malwa,Ratlam,Borkheda,"Borkheda, Ratlam, India",75.0085399,23.5803461,2001.7142857142858
2002,Madhya Pradesh,BARWANI,SARASVATI SHISHU MANDIR BOKRAT,"SARASWATI SHISHU MANDIR, BORLAI",0.8387097,Vidya Bharti Madhya Kshetra,Malwa,Barwani,Borlai,"Borlai, Barwani, India",75.06111469999999,21.835878,1997
1996,West Bengal,PASCHIM MEDINIPUR,SARASWATI SISHU MANDIR BABUDUMRO,"SARASWATI SHISHU MANDIR, BOXIBAZAR",0.7058824,Vidya Bharti Purav Kshetra,Dakshin Banga,Paschim Medinipur,Boxibazar,"Boxibazar, Paschim Medinipur, India",87.32366429999999,22.4104522,1999.551724137931
2012,Uttar Pradesh,GORAKHPUR,OM SARASWATI SHISHU MANDIR BHAISLA,"SARASWATI SHISHU MANDIR, BRAHMPUR",0.7058824,Vidya Bharti Purvi Uttar Pradesh,Goraksh,Gorakhpur,Brahmpur,"Brahmpur, Gorakhpur, India",83.5856087,26.5832832,1989.857142857143
1992,Uttar Pradesh,VARANASI,SARSWATI SHISHU MANDIR SRINAGAR COLONY,"SARASWATI SHISHU MANDIR, BRIJENCLAVE BAJARDEEHA VARANASI",0.5535714,Vidya Bharti Purvi Uttar Pradesh,Kashi,Varanasi,Bajardiha,"Bajardiha, Varanasi, India",82.98228960000002,25.2955992,1987.7142857142858
2016,Madhya Pradesh,MANDSAUR,SARASWATI SHISHU MANDIR KHADAWDA,"SARASWATI SHISHU MANDIR, BUDHA",0.78125,Vidya Bharti Madhya Kshetra,Malwa,Mandsaur,Budha,"Budha, Mandsaur, India",75.14761639999999,24.2511566,2001.1875
2004,Uttar Pradesh,MUZAFFARNAGAR,SARASWATI SHISHU MANDIR  DUDHLI,"SARASWATI SHISHU MANDIR, BUDHAN",0.8709677,Vidya Bharti Paschimi Uttar Pradesh,Meerut,Muzaffarnagar,Mzn,"Mzn, Muzaffarnagar, India",77.7172191,29.4770465,2000.6666666666667
2008,Madhya Pradesh,INDORE,SARASWATI SISU MANDIR BUDNIYA,"SARASWATI SHISHU MANDIR, BUDHANIYA",0.8529412,Vidya Bharti Madhya Kshetra,Malwa,Indore,Budhaniya,"Budhaniya, Indore, India",75.76621949999999,22.7676628,2003.7777777777778
1993,West Bengal,BIRBHUM,SARASWATI SHISHU MANDIR TILPARA,"SARASWATI SHISHU MANDIR, BUJUNG",0.7419355,Vidya Bharti Purav Kshetra,Dakshin Banga,Birbhum,Bujung,"Bujung, Birbhum, India",87.9187711,24.2546054,1996.75
1992,Chhattisgarh,JANJGIR - CHAMPA,SARASWATI SHISHU MANDIR KUKDA,"SARASWATI SHISHU MANDIR, BUNDELA",0.84375,Vidya Bharti Madhya Kshetra,Chhattisgarh,Janjgir-Champa,Bundela,"Bundela, Janjgir-Champa, India",82.5239953,21.8483523,1993.5
2000,Chhattisgarh,KORBA,SARASWATI SHISHU MANDIR TUMAN (PVT),"SARASWATI SHISHU MANDIR, BUS STAND KORBA",0.7,Vidya Bharti Madhya Kshetra,Chhattisgarh,Korba,Bus stand Korba,"Bus stand Korba, Korba, India",82.66909439999999,22.411136,1997.4
2012,Madhya Pradesh,REWA,SARASWATI SHISHU MANDIR BUDAWA,"SARASWATI SHISHU MANDIR, BUWARA",0.9032258,Vidya Bharti Madhya Kshetra,Maha Koshal,Rewa,Duwara,"Duwara, Rewa, India",81.30369460000001,24.5362477,2003.142857142857
1996,Uttar Pradesh,GAUTAM BUDDHA NAGAR,SARASWATI SHISHU MANDIR N.T.P.,"SARASWATI SHISHU MANDIR, C-41 SECTOR - 12 NOIDA",0.5319149,Vidya Bharti Paschimi Uttar Pradesh,Meerut,Gautam Budh Nagar,Noida,"Noida, Gautam Budh Nagar, India",77.3910265,28.5355161,1990.75
1999,Uttar Pradesh,LUCKNOW,SARASWATI SHISHU MANDIR INDIRANAGAR LKO,"SARASWATI SHISHU MANDIR, C-4230 SEC-6 RAJAJIPURAM LUCKNOW",0.56140350000000006,Vidya Bharti Purvi Uttar Pradesh,Awadh,Lucknow,Lucknow,"Lucknow, Lucknow, India",80.94616599999999,26.8466937,1994.076923076923
1982,Uttar Pradesh,BAREILLY,SARASWATI VIDYA MANDIR CHATHIY,"SARASWATI SHISHU MANDIR, C.B. GUNJ, BAREILLY",0.5227273,Vidya Bharti Paschimi Uttar Pradesh,Braj,Bareilly,"C.B. GUNJ, BAREILLY","C.B. GUNJ, BAREILLY, Bareilly, India",79.3775294,28.3996741,1992.7407407407406
2013,Uttar Pradesh,GORAKHPUR,SARSWATI SHISHU MANDIR JOGIYAKOL,"SARASWATI SHISHU MANDIR, CAMPIERGANJ, GORAKHPUR",0.5744681,Vidya Bharti Purvi Uttar Pradesh,Goraksh,Gorakhpur,Kampirganj,"Kampirganj, Gorakhpur, India",83.27419859999999,27.0294908,2000.125
1994,Uttar Pradesh,KUSHINAGAR,SHARADA SHISHU MANDIR KAPTANGANJ,"SARASWATI SHISHU MANDIR, CAPTAINGANJ",0.7777778,Vidya Bharti Purvi Uttar Pradesh,Goraksh,Kushinagar,Captainganj,"Captainganj, Kushinagar, India",83.7137223,26.9270041,1991.888888888889
2010,Chhattisgarh,RAIGARH (CHHATTISGARH),SARASWATI SHISHU MANDIR PUSSORE,"SARASWATI SHISHU MANDIR, CARAHATA,PARSADA",0.6341463,Vidya Bharti Madhya Kshetra,Chhattisgarh,Raigarh,Carahata,"Carahata, Raigarh, India",83.39496319999999,21.8974003,2007.2727272727273
2009,Madhya Pradesh,NEEMUCH,SARSAAWATI SHISHU MANDIR CHACHOR,"SARASWATI SHISHU MANDIR, CHACHOR",0.90625,Vidya Bharti Madhya Kshetra,Malwa,Neemuch,Manasa,"Manasa, Neemuch, India",75.140385,24.4748048,2007.8
2003,Jharkhand,GIRIDIH,SARASWATI SHISHU MANDIR BHARKATTA,"SARASWATI SHISHU MANDIR, CHADAGAR, KHORIMHUA, RAJDHANWAR",0.5357143,Vidya Bharti Uttar Purav Kshetra,Jharkhand,Giridih,Rajdhanwar,"Rajdhanwar, Giridih, India",85.98408649999999,24.4088427,2007.625
1998,Madhya Pradesh,UJJAIN,SARASWATI SHISHU MANDIR BOLASA,"SARASWATI SHISHU MANDIR, CHADAVAD",0.7878788,Vidya Bharti Madhya Kshetra,Malwa,Ujjain,Chadavad,"Chadavad, Ujjain, India",75.37291640000001,22.2357638,1996.9333333333334
1989,Madhya Pradesh,DAMOH,SARASWATI SHISHU MANDIR PATHRIYA,"SARASWATI SHISHU MANDIR, CHADORA MADIYA",0.7435897,Vidya Bharti Madhya Kshetra,Maha Koshal,Damoh,Chadora Madiya,"Chadora Madiya, Damoh, India",74.7966079,33.9451416,1994.7142857142858
2002,Madhya Pradesh,CHHINDWARA,SARASWATI SHISHU MANDIR LANGHA,"SARASWATI SHISHU MANDIR, CHAGOBA",0.8125,Vidya Bharti Madhya Kshetra,Maha Koshal,Chhindwara,Chhindwara,"Chhindwara, Chhindwara, India",78.9381729,22.057437,1991.25
2007,Madhya Pradesh,KHANDWA,SARASVATI SHISHU MANDIR BHIGANWA,"SARASWATI SHISHU MANDIR, CHAIGAON MAKHAN",0.725,Vidya Bharti Madhya Kshetra,Malwa,Khandwa,Khandwa,"Khandwa, Khandwa, India",76.3497612,21.8314037,2000.8461538461538
2005,Madhya Pradesh,SAGAR,SARASWATI SISHU MANDIR CHITORA,"SARASWATI SHISHU MANDIR, CHAINPURA",0.8235294,Vidya Bharti Madhya Kshetra,Maha Koshal,Sagar,sagar,"sagar, Sagar, India",78.7378068,23.838805,1992.4
2001,Uttar Pradesh,KANPUR NAGAR,SARASWATI SHISHU MANDIR H.S. SHYAM NAGAR,"SARASWATI SHISHU MANDIR, CHAKAR OUR KANPUR NAGAR",0.6875,Vidya Bharti Purvi Uttar Pradesh,Kanpur,Kanpur Nagar,Chakarpur,"Chakarpur, Kanpur Nagar, India",80.35612069999999,26.4743961,2000.6363636363637
1991,Madhya Pradesh,SEONI,SARASWATI SHISHU MANDIR BAKHARI,"SARASWATI SHISHU MANDIR, CHAKKI KHAMARIYA",0.7317073,Vidya Bharti Madhya Kshetra,Maha Koshal,Seoni,Seoni,"Seoni, Seoni, India",79.5434841,22.0868691,1987.1538461538462
1995,Uttarakhand,NAINITAL,SARASWATI SHISHU MANDIR SATBUNGA,"SARASWATI SHISHU MANDIR, CHAKLUWA",0.7878788,Vidya Bharti Paschimi Uttar Pradesh,Uttarakhand,Nainital,Rampur,"Rampur, Nainital, India",79.3648596,29.2436663,1994.9333333333334
2015,West Bengal,MURSHIDABAD,SARASWATI SISHU MANDIR (TARANAGAR),"SARASWATI SHISHU MANDIR, CHAKSHANTINAGAR",0.725,Vidya Bharti Purav Kshetra,Dakshin Banga,Murshidabad,Chakshantinagar,"Chakshantinagar, Murshidabad, India",88.2801785,24.1759039,1999.6153846153845
1991,Madhya Pradesh,SEONI,SARASWATI SHISHU MANDIR BAKHARI,"SARASWATI SHISHU MANDIR, CHAMARI",0.84375,Vidya Bharti Madhya Kshetra,Maha Koshal,Seoni,Chhapara,"Chhapara, Seoni, India",79.5406738,22.3958744,1991
2003,Uttar Pradesh,SITAPUR,SARASWATI SHISHU MANDIR U.M.V. SANDANA SITAPUR,"SARASWATI SHISHU MANDIR, CHAMKHAR SITAPUR",0.6956522,Vidya Bharti Purvi Uttar Pradesh,Awadh,Sitapur,Sitapur,"Sitapur, Sitapur, India",80.6789519,27.5680156,2004.375
1998,Chhattisgarh,JANJGIR - CHAMPA,SARASWATI SHISHU MANDIR CHANDRAPUR,"SARASWATI SHISHU MANDIR, CHAMPA (SHA. CHI KE PASS)",0.58,Vidya Bharti Madhya Kshetra,Chhattisgarh,Janjgir-Champa,Champa (Sha. Chi Ke Pass),"Champa (Sha. Chi Ke Pass), Janjgir-Champa, India",82.6515036,22.0300039,1993.7727272727273
1998,Chhattisgarh,JANJGIR - CHAMPA,SARASWATI SHISHU MANDIR CHANDRAPUR,"SARASWATI SHISHU MANDIR, CHAMPA, HATARI",0.7435897,Vidya Bharti Madhya Kshetra,Chhattisgarh,Janjgir-Champa,"Champa, Hatari","Champa, Hatari, Janjgir-Champa, India",82.6515036,22.0300039,1997.5
2005,Madhya Pradesh,REWA,SARASWATI SHISHU MANDIR CHHIJWAR,"SARASWATI SHISHU MANDIR, CHANAKYAPURI",0.7567568,Vidya Bharti Madhya Kshetra,Maha Koshal,Rewa,Kueeya,"Kueeya, Rewa, India",81.30369460000001,24.5362477,2001.6666666666667
2002,Madhya Pradesh,CHHINDWARA,SARASWATI SHISHU MANDIR LANGHA,"SARASWATI SHISHU MANDIR, CHAND",0.8,Vidya Bharti Madhya Kshetra,Maha Koshal,Chhindwara,Chhindwara,"Chhindwara, Chhindwara, India",78.9381729,22.057437,2002
1982,Madhya Pradesh,CHHINDWARA,SARASWATI SHISHU MANDIR DUNGRIYA,"SARASWATI SHISHU MANDIR, CHANDAN GAON WARD NO 37 CHHINDWADA",0.5084746,Vidya Bharti Madhya Kshetra,Maha Koshal,Chhindwara,Chandan Gaon,"Chandan Gaon, Chhindwara, India",78.9309013,22.0367253,1988.6666666666667
2016,Madhya Pradesh,ASHOKNAGAR,SARSWATI SHISHU MANDIR CHANDERI,"SARASWATI SHISHU MANDIR, CHANDERI",0.9393939,Vidya Bharti Madhya Kshetra,Madhya Bharat,Ashoknagar,Chanderi,"Chanderi, Ashoknagar, India",78.1364889,24.7128343,2009.9166666666667
